county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitland Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,361,546,907
Muskegon,"Fruitland Township, Precinct 1",Governor,,Tudor M. Dixon,REP,494,272,766
Muskegon,"Fruitland Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,6,14
Muskegon,"Fruitland Township, Precinct 1",Governor,,Donna Brandenburg,UST,1,3,4
Muskegon,"Fruitland Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,1,4
Muskegon,"Fruitland Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,2,2
Muskegon,"Fruitland Township, Precinct 1",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Governor,,Cast Votes,,867,830,1697
Muskegon,"Fruitland Township, Precinct 1",Governor,,Overvotes,,2,0,2
Muskegon,"Fruitland Township, Precinct 1",Governor,,Unresolved,,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,,,,,
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,368,561,929
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,463,243,706
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,16,11,27
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,6,4,10
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,3,1,4
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Cast Votes,,856,820,1676
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Overvotes,,0,0,0
Muskegon,"Fruitland Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
