county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Jocelyn Benson,DEM,248,215,463
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Kristina Elaine Karamo,REP,156,62,218
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Gregory Scott Stempfle,LIB,8,4,12
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Christine C. Schwartz,UST,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,0,4
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Cast Votes,,416,281,697
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Undervotes,,6,3,9
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Secretary of State,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Dana Nessel,DEM,237,208,445
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Matthew DePerno,REP,155,67,222
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Joseph W. McHugh Jr.,LIB,18,3,21
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Gerald T. Van Sickle,UST,2,1,3
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Cast Votes,,412,279,691
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Undervotes,,10,5,15
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Rejected,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",Attorney General,,Unresolved,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Joseph Alfonso,DEM,230,195,425
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Bill Huizenga,REP,169,73,242
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Lorence Wenke,LIB,15,3,18
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Curtis Michael Clark,UST,2,1,3
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Cast Votes,,416,272,688
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Undervotes,,6,9,15
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Rejected,,0,3,3
Ottawa,"City of Holland, Ward 2, Precinct 5",U.S. House,4,Unresolved,,0,0,0
