county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 4",Secretary of State,,Jocelyn Benson,DEM,295,396,691
Ottawa,"Park Township, Precinct 4",Secretary of State,,Kristina Elaine Karamo,REP,436,240,676
Ottawa,"Park Township, Precinct 4",Secretary of State,,Gregory Scott Stempfle,LIB,10,6,16
Ottawa,"Park Township, Precinct 4",Secretary of State,,Christine C. Schwartz,UST,2,2,4
Ottawa,"Park Township, Precinct 4",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,1,3
Ottawa,"Park Township, Precinct 4",Secretary of State,,Cast Votes,,745,645,1390
Ottawa,"Park Township, Precinct 4",Secretary of State,,Undervotes,,9,9,18
Ottawa,"Park Township, Precinct 4",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",Secretary of State,,Rejected write-in votes,,1,0,1
Ottawa,"Park Township, Precinct 4",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Park Township, Precinct 4",Attorney General,,Dana Nessel,DEM,268,381,649
Ottawa,"Park Township, Precinct 4",Attorney General,,Matthew DePerno,REP,447,255,702
Ottawa,"Park Township, Precinct 4",Attorney General,,Joseph W. McHugh Jr.,LIB,17,6,23
Ottawa,"Park Township, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,5,1,6
Ottawa,"Park Township, Precinct 4",Attorney General,,Cast Votes,,737,643,1380
Ottawa,"Park Township, Precinct 4",Attorney General,,Undervotes,,17,9,26
Ottawa,"Park Township, Precinct 4",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",Attorney General,,Rejected write-in votes,,1,2,3
Ottawa,"Park Township, Precinct 4",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Park Township, Precinct 4",U.S. House,4,Joseph Alfonso,DEM,205,350,555
Ottawa,"Park Township, Precinct 4",U.S. House,4,Bill Huizenga,REP,523,288,811
Ottawa,"Park Township, Precinct 4",U.S. House,4,Lorence Wenke,LIB,8,7,15
Ottawa,"Park Township, Precinct 4",U.S. House,4,Curtis Michael Clark,UST,1,0,1
Ottawa,"Park Township, Precinct 4",U.S. House,4,Cast Votes,,737,645,1382
Ottawa,"Park Township, Precinct 4",U.S. House,4,Undervotes,,17,9,26
Ottawa,"Park Township, Precinct 4",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",U.S. House,4,Rejected write-in votes,,1,0,1
Ottawa,"Park Township, Precinct 4",U.S. House,4,Unresolved write-in votes,,0,0,0
