county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 4",Straight Party,,Democratic,DEM,96,206,302
Ottawa,"Park Township, Precinct 4",Straight Party,,Republican,REP,294,172,466
Ottawa,"Park Township, Precinct 4",Straight Party,,Libertarian,LIB,1,1,2
Ottawa,"Park Township, Precinct 4",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Working Class,WC,1,1,2
Ottawa,"Park Township, Precinct 4",Straight Party,,Green,GRE,1,0,1
Ottawa,"Park Township, Precinct 4",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Cast Votes:,,393,380,773
Ottawa,"Park Township, Precinct 4",Straight Party,,Undervotes:,,361,274,635
Ottawa,"Park Township, Precinct 4",Straight Party,,Overvotes:,,1,0,1
Ottawa,"Park Township, Precinct 4",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Unresolved write-in votes:,,0,0,0
