county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Olive Township, Precinct 1",State Senate,31,Kim S. Nagy,DEM,163,77,240
Ottawa,"Olive Township, Precinct 1",State Senate,31,Roger Victory,REP,466,182,648
Ottawa,"Olive Township, Precinct 1",State Senate,31,Jessica L. Fox,LIB,22,2,24
Ottawa,"Olive Township, Precinct 1",State Senate,31,Cast Votes,,651,261,912
Ottawa,"Olive Township, Precinct 1",State Senate,31,Undervotes,,10,4,14
Ottawa,"Olive Township, Precinct 1",State Senate,31,Overvotes,,0,0,0
Ottawa,"Olive Township, Precinct 1",State Senate,31,Rejected write-in votes,,0,0,0
Ottawa,"Olive Township, Precinct 1",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Olive Township, Precinct 1",State House,88,Christine Baker,DEM,162,74,236
Ottawa,"Olive Township, Precinct 1",State House,88,Greg VanWoerkom,REP,466,187,653
Ottawa,"Olive Township, Precinct 1",State House,88,Marv Bolthouse,LIB,23,1,24
Ottawa,"Olive Township, Precinct 1",State House,88,Cast Votes,,651,262,913
Ottawa,"Olive Township, Precinct 1",State House,88,Undervotes,,10,3,13
Ottawa,"Olive Township, Precinct 1",State House,88,Overvotes,,0,0,0
Ottawa,"Olive Township, Precinct 1",State House,88,Rejected write-in votes,,0,0,0
Ottawa,"Olive Township, Precinct 1",State House,88,Unresolved write-in votes,,0,0,0
