county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Democratic,DEM,185,168,353
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Republican,REP,248,137,385
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Libertarian,LIB,6,1,7
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,U.S. Taxpayers,UST,1,2,3
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Working Class,WC,2,1,3
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Green,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Natural Law,NAL,0,1,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Cast Votes,,442,310,752
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Undervotes,,221,143,364
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Overvotes,,0,1,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Rejected,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Unresolved,,0,0,0
