county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Democratic,DEM,71,61,132
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Republican,REP,309,172,481
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Libertarian,LIB,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Working Class,WC,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Green,GRE,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Natural Law,NAL,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Cast Votes,,384,233,617
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Undervotes,,281,115,396
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Overvotes,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Rejected,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Straight Party,,Unresolved,,0,0,0
