county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,DEM,334,286,620
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,REP,813,317,1130
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,LIB,17,2,19
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,UST,2,1,3
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,GRE,1,0,1
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,NAL,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,1167,606,1773
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,6,1,7
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,2,0,2
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 9",Governor,,Gretchen Whitmer,,0,0,0
