county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Jocelyn Benson,DEM,364,225,589
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Kristina Elaine Karamo,REP,203,56,259
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Gregory Scott Stempfle,LIB,20,2,22
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Christine C. Schwartz,UST,1,0,1
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,2,2
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Cast Votes:,,588,285,873
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Undervotes:,,13,7,20
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Rejected write-in votes:,,1,0,1
Ottawa,"City of Holland, Ward 6, Precinct 14",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Dana Nessel,DEM,347,221,568
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Matthew DePerno,REP,200,56,256
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Joseph W. McHugh Jr.,LIB,28,3,31
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Gerald T. Van Sickle,UST,6,3,9
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Cast Votes:,,581,283,864
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Undervotes:,,20,9,29
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Overvotes:,,0,0,0
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Rejected write-in votes:,,1,0,1
Ottawa,"City of Holland, Ward 6, Precinct 14",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Joseph Alfonso,DEM,317,208,525
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Bill Huizenga,REP,238,76,314
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Lorence Wenke,LIB,23,2,25
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Curtis Michael Clark,UST,6,0,6
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Cast Votes:,,584,286,870
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Undervotes:,,15,6,21
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Overvotes:,,1,0,1
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Rejected write-in votes:,,2,0,2
Ottawa,"City of Holland, Ward 6, Precinct 14",U.S. House,4,Unresolved write-in votes:,,0,0,0
