county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,288,205,493
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Tudor M. Dixon Shane Hernandez,REP,356,96,452
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Mary Buzuma Brian Ellison,LIB,12,3,15
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Donna Brandenburg Mellissa Carone,UST,6,1,7
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Kevin Hogan Destiny Clayton,GRE,4,2,6
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Cast Votes,,666,307,973
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Undervotes,,2,0,2
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Rejected,,0,0,0
Ottawa,"Holland Charter Township, Precinct 11",Governor,,Unresolved,,0,0,0
