county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Jocelyn Benson,DEM,353,364,717
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Kristina Elaine Karamo,REP,747,346,1093
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Gregory Scott Stempfle,LIB,23,7,30
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Christine C. Schwartz,UST,8,1,9
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,4,7
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Cast Votes,,1134,722,1856
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Undervotes,,12,11,23
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Rejected write-in votes,,4,0,4
Ottawa,"Georgetown Charter Township, Precinct 10",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Dana Nessel,DEM,318,339,657
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Matthew DePerno,REP,773,355,1128
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Joseph W. McHugh Jr.,LIB,23,10,33
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Gerald T. Van Sickle,UST,13,4,17
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Cast Votes,,1127,708,1835
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Undervotes,,20,23,43
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Rejected write-in votes,,3,2,5
Ottawa,"Georgetown Charter Township, Precinct 10",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Joseph Alfonso,DEM,267,286,553
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Bill Huizenga,REP,836,409,1245
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Lorence Wenke,LIB,18,11,29
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Curtis Michael Clark,UST,4,2,6
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Cast Votes,,1125,708,1833
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Undervotes,,22,22,44
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Rejected write-in votes,,3,3,6
Ottawa,"Georgetown Charter Township, Precinct 10",U.S. House,4,Unresolved write-in votes,,0,0,0
