county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Blendon Township, Precinct 3B",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,15,18,33
Ottawa,"Blendon Township, Precinct 3B",Governor,,Tudor M. Dixon Shane Hernandez,REP,88,33,121
Ottawa,"Blendon Township, Precinct 3B",Governor,,Mary Buzuma Brian Ellison,LIB,1,1,2
Ottawa,"Blendon Township, Precinct 3B",Governor,,Donna Brandenburg Mellissa Carone,UST,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Cast Votes:,,104,52,156
Ottawa,"Blendon Township, Precinct 3B",Governor,,Undervotes:,,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Overvotes:,,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Rejected write-in votes:,,0,0,0
Ottawa,"Blendon Township, Precinct 3B",Governor,,Unresolved write-in votes:,,0,0,0
