county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Jocelyn Benson,DEM,4,5,9
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Kristina Elaine Karamo,REP,21,6,27
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Gregory Scott Stempfle,LIB,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Christine C. Schwartz,UST,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Cast Votes:,,25,11,36
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Undervotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Rejected write-in votes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Dana Nessel,DEM,1,3,4
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Matthew DePerno,REP,23,8,31
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Joseph W. McHugh Jr.,LIB,1,0,1
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Gerald T. Van Sickle,UST,0,0,0
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Cast Votes:,,25,11,36
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Undervotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Rejected write-in votes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Hillary Scholten,DEM,2,4,6
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,John Gibbs,REP,23,7,30
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Jamie Lewis,LIB,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Louis Palus,WC,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Cast Votes:,,25,11,36
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Undervotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Overvotes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Rejected write-in votes:,,0,0,0
Ottawa,"Wright Township, Precinct 1C",U.S. House,3,Unresolved write-in votes:,,0,0,0
