county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Democratic,DEM,175,266,441
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Republican,REP,340,184,524
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Libertarian,LIB,6,0,6
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Working Class,WC,4,0,4
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Green,GRE,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Cast Votes:,,527,451,978
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Undervotes:,,477,350,827
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Overvotes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Unresolved write-in votes:,,0,0,0
