x,y,text
19.008,-204.67700000000002,Precinct
154.512,-203.16500000000002,"Jocelyn Benson, DEM "
204.912,320.488,
204.912,-203.16500000000002,"Kristina Elaine Karamo, REP "
255.312,320.488,
255.312,-203.16500000000002,"Gregory Scott Stempfle, LIB "
305.712,320.488,
305.712,-203.16500000000002,"Christine C. Schwartz, UST "
350.784,320.488,
350.784,-203.16500000000002,"Larry James Hutchinson Jr., "
361.44,320.488,
361.44,-203.16500000000002,GRN 
404.712,320.488,
404.712,-98.43400000000003,Cast Votes 
446.112,320.488,
446.112,-98.43400000000003,Undervotes 
482.112,320.488,
482.112,-98.43400000000003,Overvotes 
518.112,320.488,
518.112,-98.43400000000003,Rejected write-in votes 
559.512,320.488,
559.512,-98.43400000000003,Election Day Voting Ballots Cast 
606.312,320.488,
606.312,-98.43400000000003,Absentee Voting Ballots Cast 
653.112,320.488,
653.112,-98.43400000000003,Total Ballots Cast 
699.912,320.488,
699.912,-98.43400000000003,Registered Voters 
744.912,320.488,
744.912,-98.43400000000003,Turnout Percentage 
19.008,-114.49000000000001,"City of Flint, Precinct 58"
160.416,-114.49000000000001,407
210.816,-114.49000000000001,112
269.856,-114.49000000000001,6
320.256,-114.49000000000001,3
370.656,-114.49000000000001,4
408.816,-114.49000000000001,532
449.136,-114.49000000000001,12
489.456,-114.49000000000001,0
525.456,-114.49000000000001,2
563.616,-114.49000000000001,386
610.416,-114.49000000000001,160
657.216,-114.49000000000001,546
697.968,-114.49000000000001,1864
734.616,-114.49000000000001,29.29%
19.008,-129.25,"City of Flint, Precinct 59"
160.416,-129.25,141
215.136,-129.25,64
269.856,-129.25,3
320.256,-129.25,4
370.656,-129.25,5
408.816,-129.25,217
453.456,-129.25,3
489.456,-129.25,0
525.456,-129.25,0
563.616,-129.25,161
614.736,-129.25,59
657.216,-129.25,220
704.016,-129.25,998
734.616,-129.25,22.04%
19.008,-144.01000000000005,"City of Flint, Precinct 60"
160.416,-144.01000000000005,619
215.136,-144.01000000000005,99
265.536,-144.01000000000005,10
320.256,-144.01000000000005,6
370.656,-144.01000000000005,2
408.816,-144.01000000000005,736
453.456,-144.01000000000005,8
489.456,-144.01000000000005,1
525.456,-144.01000000000005,0
563.616,-144.01000000000005,463
610.416,-144.01000000000005,282
657.216,-144.01000000000005,745
697.968,-144.01000000000005,2204
734.616,-144.01000000000005,33.80%
19.008,-158.77000000000004,"City of Flint, Precinct 61"
164.736,-158.77000000000004,98
215.136,-158.77000000000004,11
269.856,-158.77000000000004,4
320.256,-158.77000000000004,1
370.656,-158.77000000000004,0
408.816,-158.77000000000004,114
453.456,-158.77000000000004,0
489.456,-158.77000000000004,0
525.456,-158.77000000000004,0
567.936,-158.77000000000004,65
614.736,-158.77000000000004,49
657.216,-158.77000000000004,114
697.968,-158.77000000000004,1328
738.936,-158.77000000000004,8.58%
19.008,-173.53000000000003,"Flint Township, Precinct 1"
160.416,-173.53000000000003,862
210.816,-173.53000000000003,230
269.856,-173.53000000000003,4
320.256,-173.53000000000003,2
370.656,-173.53000000000003,2
402.768,-173.53000000000003,1100
453.456,-173.53000000000003,7
489.456,-173.53000000000003,0
525.456,-173.53000000000003,1
563.616,-173.53000000000003,458
610.416,-173.53000000000003,650
651.168,-173.53000000000003,1108
697.968,-173.53000000000003,1895
734.616,-173.53000000000003,58.47%
19.008,-188.29000000000002,"Flint Township, Precinct 2"
160.416,-188.29000000000002,554
210.816,-188.29000000000002,177
269.856,-188.29000000000002,8
320.256,-188.29000000000002,2
370.656,-188.29000000000002,5
408.816,-188.29000000000002,746
449.136,-188.29000000000002,13
489.456,-188.29000000000002,0
525.456,-188.29000000000002,0
563.616,-188.29000000000002,404
610.416,-188.29000000000002,355
657.216,-188.29000000000002,759
697.968,-188.29000000000002,1418
734.616,-188.29000000000002,53.53%
19.008,-203.05,"Flint Township, Precinct 3"
160.416,-203.05,663
210.816,-203.05,418
265.536,-203.05,21
320.256,-203.05,8
366.336,-203.05,10
402.768,-203.05,1120
449.136,-203.05,14
489.456,-203.05,2
525.456,-203.05,1
563.616,-203.05,568
610.416,-203.05,569
651.168,-203.05,1137
697.968,-203.05,2350
734.616,-203.05,48.38%
19.008,-217.81000000000003,"Flint Township, Precinct 4"
