x,y,text
19.008,-204.67700000000002,Precinct
154.512,-203.16500000000002,"Dana Nessel, DEM "
204.912,320.488,
204.912,-203.16500000000002,"Matthew DePerno, REP "
255.312,320.488,
255.312,-203.16500000000002,"Joseph W. McHugh Jr., LIB "
305.712,320.488,
305.712,-203.16500000000002,"Gerald T. Van Sickle, UST "
354.312,320.488,
354.312,-98.43400000000003,Cast Votes 
395.712,320.488,
395.712,-98.43400000000003,Undervotes 
431.712,320.488,
431.712,-98.43400000000003,Overvotes 
467.712,320.488,
467.712,-98.43400000000003,Rejected write-in votes 
509.112,320.488,
509.112,-98.43400000000003,Election Day Voting Ballots Cast 
555.912,320.488,
555.912,-98.43400000000003,Absentee Voting Ballots Cast 
602.712,320.488,
602.712,-98.43400000000003,Total Ballots Cast 
649.512,320.488,
649.512,-98.43400000000003,Registered Voters 
694.512,320.488,
694.512,-98.43400000000003,Turnout Percentage 
19.008,-113.41000000000003,"Grand Blanc Township, "
19.008,-124.06600000000003,Precinct 7
160.416,-118.738,562
210.816,-118.738,239
269.856,-118.738,9
320.256,-118.738,3
358.416,-118.738,813
398.736,-118.738,17
439.056,-118.738,1
475.056,-118.738,0
513.216,-118.738,434
560.016,-118.738,397
606.816,-118.738,831
647.568,-118.738,1373
684.216,-118.738,60.52%
19.008,-136.66600000000005,"Grand Blanc Township, "
19.008,-147.322,Precinct 8
160.416,-141.99400000000003,767
210.816,-141.99400000000003,791
265.536,-141.99400000000003,18
320.256,-141.99400000000003,5
352.368,-141.99400000000003,1581
398.736,-141.99400000000003,44
439.056,-141.99400000000003,0
475.056,-141.99400000000003,1
513.216,-141.99400000000003,783
560.016,-141.99400000000003,843
600.768,-141.99400000000003,1626
647.568,-141.99400000000003,2400
684.216,-141.99400000000003,67.75%
19.008,-159.99400000000003,"Grand Blanc Township, "
19.008,-170.65000000000003,Precinct 9
160.416,-165.32200000000003,831
210.816,-165.32200000000003,611
265.536,-165.32200000000003,14
315.936,-165.32200000000003,10
352.368,-165.32200000000003,1466
398.736,-165.32200000000003,36
439.056,-165.32200000000003,0
475.056,-165.32200000000003,0
513.216,-165.32200000000003,842
560.016,-165.32200000000003,660
600.768,-165.32200000000003,1502
647.568,-165.32200000000003,2321
684.216,-165.32200000000003,64.71%
19.008,-183.32200000000003,"Grand Blanc Township, "
19.008,-193.97800000000004,Precinct 10
160.416,-188.65000000000003,518
210.816,-188.65000000000003,530
269.856,-188.65000000000003,7
320.256,-188.65000000000003,6
352.368,-188.65000000000003,1061
398.736,-188.65000000000003,16
439.056,-188.65000000000003,0
475.056,-188.65000000000003,0
513.216,-188.65000000000003,286
560.016,-188.65000000000003,791
600.768,-188.65000000000003,1077
647.568,-188.65000000000003,1372
684.216,-188.65000000000003,78.50%
19.008,-206.65000000000003,"Grand Blanc Township, "
19.008,-217.306,Precinct 11
160.416,-211.97800000000004,383
210.816,-211.97800000000004,196
265.536,-211.97800000000004,12
320.256,-211.97800000000004,4
358.416,-211.97800000000004,595
398.736,-211.97800000000004,10
439.056,-211.97800000000004,1
475.056,-211.97800000000004,0
513.216,-211.97800000000004,385
560.016,-211.97800000000004,221
606.816,-211.97800000000004,606
647.568,-211.97800000000004,1552
684.216,-211.97800000000004,39.05%
19.008,-229.97800000000004,"Grand Blanc Township, "
19.008,-240.63400000000001,Precinct 12
160.416,-235.306,479
210.816,-235.306,205
265.536,-235.306,15
320.256,-235.306,5
358.416,-235.306,704
398.736,-235.306,21
439.056,-235.306,1
475.056,-235.306,0
513.216,-235.306,440
560.016,-235.306,286
606.816,-235.306,726
647.568,-235.306,1710
684.216,-235.306,42.46%
19.008,-253.23400000000004,"Grand Blanc Township, "
19.008,-263.89,Precinct 13
160.416,-258.562,517
210.816,-258.562,434
265.536,-258.562,13
320.256,-258.562,3
358.416,-258.562,967
398.736,-258.562,24
439.056,-258.562,1
475.056,-258.562,1
513.216,-258.562,627
560.016,-258.562,366
606.816,-258.562,993
647.568,-258.562,1574
684.216,-258.562,63.09%
19.008,-276.562,"Grand Blanc Township, "
19.008,-287.218,Precinct 14
160.416,-281.89,833
210.816,-281.89,628
265.536,-281.89,14
315.936,-281.89,10
352.368,-281.89,1485
398.736,-281.89,30
439.056,-281.89,0
475.056,-281.89,0
513.216,-281.89,842
560.016,-281.89,673
600.768,-281.89,1515
647.568,-281.89,2459
684.216,-281.89,61.61%
19.008,-299.89000000000004,"Grand Blanc Township, "
19.008,-310.54600000000005,Precinct 15
160.416,-305.218,709
210.816,-305.218,732
265.536,-305.218,25
320.256,-305.218,6
352.368,-305.218,1472
398.736,-305.218,38
439.056,-305.218,0
475.056,-305.218,1
513.216,-305.218,793
560.016,-305.218,718
600.768,-305.218,1511
647.568,-305.218,2243
684.216,-305.218,67.37%
19.008,-323.218,"Grand Blanc Township, "
19.008,-333.874,Precinct 16
160.416,-328.54600000000005,462
210.816,-328.54600000000005,203
265.536,-328.54600000000005,10
320.256,-328.54600000000005,2
358.416,-328.54600000000005,677
398.736,-328.54600000000005,16
439.056,-328.54600000000005,1
475.056,-328.54600000000005,2
513.216,-328.54600000000005,412
560.016,-328.54600000000005,284
606.816,-328.54600000000005,696
647.568,-328.54600000000005,1631
684.216,-328.54600000000005,42.67%
19.008,-346.47400000000005,"Grand Blanc Township, "
19.008,-357.13,Precinct 17
160.416,-351.802,709
210.816,-351.802,542
265.536,-351.802,18
320.256,-351.802,7
352.368,-351.802,1276
398.736,-351.802,28
439.056,-351.802,0
475.056,-351.802,1
513.216,-351.802,614
560.016,-351.802,691
600.768,-351.802,1305
647.568,-351.802,2320
684.216,-351.802,56.25%
19.008,-370.882,"City of Linden, Precinct 1"
160.416,-370.882,417
210.816,-370.882,427
265.536,-370.882,16
315.936,-370.882,10
358.416,-370.882,870
398.736,-370.882,25
439.056,-370.882,1
475.056,-370.882,1
513.216,-370.882,429
560.016,-370.882,468
606.816,-370.882,897
647.568,-370.882,1390
684.216,-370.882,64.53%
19.008,-385.64200000000005,"City of Linden, Precinct 2"
160.416,-385.64200000000005,552
210.816,-385.64200000000005,691
265.536,-385.64200000000005,19
320.256,-385.64200000000005,3
352.368,-385.64200000000005,1265
398.736,-385.64200000000005,49
439.056,-385.64200000000005,0
475.056,-385.64200000000005,1
513.216,-385.64200000000005,777
560.016,-385.64200000000005,538
600.768,-385.64200000000005,1315
647.568,-385.64200000000005,2071
684.216,-385.64200000000005,63.50%
333.864,48.170999999999935,"Genesee County, Michigan"
296.784,116.90199999999993,"General Election, Tuesday, November 8, 2022"
373.248,88.89399999999995,11/8/2022
382.032,72.54999999999995,Page 89
700.056,57.53099999999995,Official Results
704.016,38.73900000000003,Registered Voters
671.328,129.06999999999994,172823 of 352545 = 49.02%
696.24,6.698999999999955,Precincts Reporting
692.928,97.02999999999997,206 of 206 = 100.00%
22.032,57.53099999999995,Canvass Results
22.032,117.62199999999996,Election Day
20.016,84.35799999999995,Run Time
20.016,69.95799999999997,Run Date
136.944,84.35799999999995,3:46 PM
124.704,69.95799999999997,11/22/2022
19.008,-62.997000000000014,Attorney General - Vote for not more than 1
