county,precinct,office,district,party,candidate,votes
Iosoco,Wilber Township Precinct 1,Secretary of State,,REP,Kristina Elaine Karamo,254
Iosoco,Total,Secretary of State,,REP,Kristina Elaine Karamo,6864
Iosoco,Alabaster Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,5
Iosoco,AuSable Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,12
Iosoco,Baldwin Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,4
Iosoco,Burleigh Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,3
Iosoco,City of East Tawas Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,11
Iosoco,City of Tawas City Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,9
Iosoco,City of Whittemore Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,2
Iosoco,Grant Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,10
Iosoco,Oscoda Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,20
Iosoco,Oscoda Township Precinct 2,Secretary of State,,LIB,Gregory Scott Stempfle,9
Iosoco,Oscoda Township Precinct 3,Secretary of State,,LIB,Gregory Scott Stempfle,13
Iosoco,Oscoda Township Precinct 4,Secretary of State,,LIB,Gregory Scott Stempfle,10
Iosoco,Plainfield Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,7
Iosoco,Plainfield Township Precinct 2,Secretary of State,,LIB,Gregory Scott Stempfle,12
Iosoco,Reno Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,4
Iosoco,Sherman Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,0
Iosoco,Tawas Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,10
Iosoco,Wilber Township Precinct 1,Secretary of State,,LIB,Gregory Scott Stempfle,9
Iosoco,Total,Secretary of State,,LIB,Gregory Scott Stempfle,150
Iosoco,Alabaster Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,2
Iosoco,AuSable Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,7
Iosoco,Baldwin Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,6
Iosoco,Burleigh Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,2
Iosoco,City of East Tawas Precinct 1,Secretary of State,,UST,Christine C. Schwartz,10
Iosoco,City of Tawas City Precinct 1,Secretary of State,,UST,Christine C. Schwartz,6
Iosoco,City of Whittemore Precinct 1,Secretary of State,,UST,Christine C. Schwartz,5
Iosoco,Grant Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,9
Iosoco,Oscoda Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,11
Iosoco,Oscoda Township Precinct 2,Secretary of State,,UST,Christine C. Schwartz,5
Iosoco,Oscoda Township Precinct 3,Secretary of State,,UST,Christine C. Schwartz,9
Iosoco,Oscoda Township Precinct 4,Secretary of State,,UST,Christine C. Schwartz,10
Iosoco,Plainfield Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,8
Iosoco,Plainfield Township Precinct 2,Secretary of State,,UST,Christine C. Schwartz,11
Iosoco,Reno Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,3
Iosoco,Sherman Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,4
Iosoco,Tawas Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,4
Iosoco,Wilber Township Precinct 1,Secretary of State,,UST,Christine C. Schwartz,5
Iosoco,Total,Secretary of State,,UST,Christine C. Schwartz,117
Iosoco,Alabaster Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,1
Iosoco,AuSable Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,1
Iosoco,Baldwin Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,2
Iosoco,Burleigh Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,3
Iosoco,City of East Tawas Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,7
Iosoco,City of Tawas City Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,5
Iosoco,City of Whittemore Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,0
Iosoco,Grant Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,1
Iosoco,Oscoda Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,3
Iosoco,Oscoda Township Precinct 2,Secretary of State,,GRE,Larry James Hutchinson Jr.,1
Iosoco,Oscoda Township Precinct 3,Secretary of State,,GRE,Larry James Hutchinson Jr.,7
Iosoco,Oscoda Township Precinct 4,Secretary of State,,GRE,Larry James Hutchinson Jr.,8
Iosoco,Plainfield Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,2
Iosoco,Plainfield Township Precinct 2,Secretary of State,,GRE,Larry James Hutchinson Jr.,4
Iosoco,Reno Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,2
Iosoco,Sherman Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,1
Iosoco,Tawas Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,3
Iosoco,Wilber Township Precinct 1,Secretary of State,,GRE,Larry James Hutchinson Jr.,4
Iosoco,Total,Secretary of State,,GRE,Larry James Hutchinson Jr.,55
Iosoco,Alabaster Township Precinct 1,Secretary of State,,Write-in,Write-in,2
Iosoco,AuSable Township Precinct 1,Secretary of State,,Write-in,Write-in,1
Iosoco,Baldwin Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Burleigh Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,City of East Tawas Precinct 1,Secretary of State,,Write-in,Write-in,2
Iosoco,City of Tawas City Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,City of Whittemore Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Grant Township Precinct 1,Secretary of State,,Write-in,Write-in,2
Iosoco,Oscoda Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 2,Secretary of State,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 3,Secretary of State,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 4,Secretary of State,,Write-in,Write-in,1
Iosoco,Plainfield Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Plainfield Township Precinct 2,Secretary of State,,Write-in,Write-in,0
Iosoco,Reno Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Sherman Township Precinct 1,Secretary of State,,Write-in,Write-in,1
Iosoco,Tawas Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Wilber Township Precinct 1,Secretary of State,,Write-in,Write-in,0
Iosoco,Total,Secretary of State,,Write-in,Write-in,9
Iosoco,Alabaster Township Precinct 1,Attorney General,,DEM,Dana Nessel,116
Iosoco,AuSable Township Precinct 1,Attorney General,,DEM,Dana Nessel,404
Iosoco,Baldwin Township Precinct 1,Attorney General,,DEM,Dana Nessel,351
Iosoco,Burleigh Township Precinct 1,Attorney General,,DEM,Dana Nessel,105
Iosoco,City of East Tawas Precinct 1,Attorney General,,DEM,Dana Nessel,584
Iosoco,City of Tawas City Precinct 1,Attorney General,,DEM,Dana Nessel,334
Iosoco,City of Whittemore Precinct 1,Attorney General,,DEM,Dana Nessel,51
Iosoco,Grant Township Precinct 1,Attorney General,,DEM,Dana Nessel,307
Iosoco,Oscoda Township Precinct 1,Attorney General,,DEM,Dana Nessel,486
Iosoco,Oscoda Township Precinct 2,Attorney General,,DEM,Dana Nessel,139
Iosoco,Oscoda Township Precinct 3,Attorney General,,DEM,Dana Nessel,358
Iosoco,Oscoda Township Precinct 4,Attorney General,,DEM,Dana Nessel,391
Iosoco,Plainfield Township Precinct 1,Attorney General,,DEM,Dana Nessel,240
Iosoco,Plainfield Township Precinct 2,Attorney General,,DEM,Dana Nessel,467
Iosoco,Reno Township Precinct 1,Attorney General,,DEM,Dana Nessel,107
Iosoco,Sherman Township Precinct 1,Attorney General,,DEM,Dana Nessel,67
Iosoco,Tawas Township Precinct 1,Attorney General,,DEM,Dana Nessel,275
Iosoco,Wilber Township Precinct 1,Attorney General,,DEM,Dana Nessel,168
Iosoco,Total,Attorney General,,DEM,Dana Nessel,4950
Iosoco,Alabaster Township Precinct 1,Attorney General,,REP,Matthew DePerno,190
Iosoco,AuSable Township Precinct 1,Attorney General,,REP,Matthew DePerno,548
Iosoco,Baldwin Township Precinct 1,Attorney General,,REP,Matthew DePerno,502
Iosoco,Burleigh Township Precinct 1,Attorney General,,REP,Matthew DePerno,171
Iosoco,City of East Tawas Precinct 1,Attorney General,,REP,Matthew DePerno,779
Iosoco,City of Tawas City Precinct 1,Attorney General,,REP,Matthew DePerno,440
Iosoco,City of Whittemore Precinct 1,Attorney General,,REP,Matthew DePerno,91
Iosoco,Grant Township Precinct 1,Attorney General,,REP,Matthew DePerno,484
Iosoco,Oscoda Township Precinct 1,Attorney General,,REP,Matthew DePerno,634
Iosoco,Oscoda Township Precinct 2,Attorney General,,REP,Matthew DePerno,240
Iosoco,Oscoda Township Precinct 3,Attorney General,,REP,Matthew DePerno,463
Iosoco,Oscoda Township Precinct 4,Attorney General,,REP,Matthew DePerno,445
Iosoco,Plainfield Township Precinct 1,Attorney General,,REP,Matthew DePerno,376
Iosoco,Plainfield Township Precinct 2,Attorney General,,REP,Matthew DePerno,711
Iosoco,Reno Township Precinct 1,Attorney General,,REP,Matthew DePerno,162
Iosoco,Sherman Township Precinct 1,Attorney General,,REP,Matthew DePerno,139
Iosoco,Tawas Township Precinct 1,Attorney General,,REP,Matthew DePerno,613
Iosoco,Wilber Township Precinct 1,Attorney General,,REP,Matthew DePerno,275
Iosoco,Total,Attorney General,,REP,Matthew DePerno,7263
Iosoco,Alabaster Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,5
Iosoco,AuSable Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,8
Iosoco,Baldwin Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,4
Iosoco,Burleigh Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,4
Iosoco,City of East Tawas Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,18
Iosoco,City of Tawas City Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,8
Iosoco,City of Whittemore Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,4
Iosoco,Grant Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,13
Iosoco,Oscoda Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,15
Iosoco,Oscoda Township Precinct 2,Attorney General,,LIB,Joseph W. McHugh Jr.,9
Iosoco,Oscoda Township Precinct 3,Attorney General,,LIB,Joseph W. McHugh Jr.,15
Iosoco,Oscoda Township Precinct 4,Attorney General,,LIB,Joseph W. McHugh Jr.,16
Iosoco,Plainfield Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,14
Iosoco,Plainfield Township Precinct 2,Attorney General,,LIB,Joseph W. McHugh Jr.,10
Iosoco,Reno Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,3
Iosoco,Sherman Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,3
Iosoco,Tawas Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,9
Iosoco,Wilber Township Precinct 1,Attorney General,,LIB,Joseph W. McHugh Jr.,8
Iosoco,Total,Attorney General,,LIB,Joseph W. McHugh Jr.,166
Iosoco,Alabaster Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,2
Iosoco,AuSable Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,9
Iosoco,Baldwin Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,5
Iosoco,Burleigh Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,4
Iosoco,City of East Tawas Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,11
Iosoco,City of Tawas City Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,11
Iosoco,City of Whittemore Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,0
Iosoco,Grant Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,6
Iosoco,Oscoda Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,12
Iosoco,Oscoda Township Precinct 2,Attorney General,,UST,Gerald T. Van Sickle,4
Iosoco,Oscoda Township Precinct 3,Attorney General,,UST,Gerald T. Van Sickle,8
Iosoco,Oscoda Township Precinct 4,Attorney General,,UST,Gerald T. Van Sickle,10
Iosoco,Plainfield Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,10
Iosoco,Plainfield Township Precinct 2,Attorney General,,UST,Gerald T. Van Sickle,9
Iosoco,Reno Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,6
Iosoco,Sherman Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,1
Iosoco,Tawas Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,4
Iosoco,Wilber Township Precinct 1,Attorney General,,UST,Gerald T. Van Sickle,4
Iosoco,Total,Attorney General,,UST,Gerald T. Van Sickle,116
Iosoco,Alabaster Township Precinct 1,Attorney General,,Write-in,Write-in,2
Iosoco,AuSable Township Precinct 1,Attorney General,,Write-in,Write-in,1
Iosoco,Baldwin Township Precinct 1,Attorney General,,Write-in,Write-in,1
Iosoco,Burleigh Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,City of East Tawas Precinct 1,Attorney General,,Write-in,Write-in,4
Iosoco,City of Tawas City Precinct 1,Attorney General,,Write-in,Write-in,1
Iosoco,City of Whittemore Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Grant Township Precinct 1,Attorney General,,Write-in,Write-in,1
Iosoco,Oscoda Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 2,Attorney General,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 3,Attorney General,,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 4,Attorney General,,Write-in,Write-in,0
Iosoco,Plainfield Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Plainfield Township Precinct 2,Attorney General,,Write-in,Write-in,0
Iosoco,Reno Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Sherman Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Tawas Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Wilber Township Precinct 1,Attorney General,,Write-in,Write-in,0
Iosoco,Total,Attorney General,,Write-in,Write-in,10
Iosoco,Alabaster Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,91
Iosoco,AuSable Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,362
Iosoco,Baldwin Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,317
Iosoco,Burleigh Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,86
Iosoco,City of East Tawas Precinct 1,U.S.House,1,DEM,Bob Lorinser,500
Iosoco,City of Tawas City Precinct 1,U.S.House,1,DEM,Bob Lorinser,278
Iosoco,City of Whittemore Precinct 1,U.S.House,1,DEM,Bob Lorinser,40
Iosoco,Grant Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,256
Iosoco,Oscoda Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,436
Iosoco,Oscoda Township Precinct 2,U.S.House,1,DEM,Bob Lorinser,129
Iosoco,Oscoda Township Precinct 3,U.S.House,1,DEM,Bob Lorinser,316
Iosoco,Oscoda Township Precinct 4,U.S.House,1,DEM,Bob Lorinser,353
Iosoco,Plainfield Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,208
Iosoco,Plainfield Township Precinct 2,U.S.House,1,DEM,Bob Lorinser,397
Iosoco,Reno Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,85
Iosoco,Sherman Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,58
Iosoco,Tawas Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,230
Iosoco,Wilber Township Precinct 1,U.S.House,1,DEM,Bob Lorinser,137
Iosoco,Total,U.S.House,1,DEM,Bob Lorinser,4279
Iosoco,Alabaster Township Precinct 1,U.S.House,1,REP,Jack Bergman,214
Iosoco,AuSable Township Precinct 1,U.S.House,1,REP,Jack Bergman,572
Iosoco,Baldwin Township Precinct 1,U.S.House,1,REP,Jack Bergman,524
Iosoco,Burleigh Township Precinct 1,U.S.House,1,REP,Jack Bergman,183
Iosoco,City of East Tawas Precinct 1,U.S.House,1,REP,Jack Bergman,836
Iosoco,City of Tawas City Precinct 1,U.S.House,1,REP,Jack Bergman,467
Iosoco,City of Whittemore Precinct 1,U.S.House,1,REP,Jack Bergman,93
Iosoco,Grant Township Precinct 1,U.S.House,1,REP,Jack Bergman,513
Iosoco,Oscoda Township Precinct 1,U.S.House,1,REP,Jack Bergman,679
Iosoco,Oscoda Township Precinct 2,U.S.House,1,REP,Jack Bergman,242
Iosoco,Oscoda Township Precinct 3,U.S.House,1,REP,Jack Bergman,506
Iosoco,Oscoda Township Precinct 4,U.S.House,1,REP,Jack Bergman,470
Iosoco,Plainfield Township Precinct 1,U.S.House,1,REP,Jack Bergman,401
Iosoco,Plainfield Township Precinct 2,U.S.House,1,REP,Jack Bergman,747
Iosoco,Reno Township Precinct 1,U.S.House,1,REP,Jack Bergman,175
Iosoco,Sherman Township Precinct 1,U.S.House,1,REP,Jack Bergman,146
Iosoco,Tawas Township Precinct 1,U.S.House,1,REP,Jack Bergman,638
Iosoco,Wilber Township Precinct 1,U.S.House,1,REP,Jack Bergman,297
Iosoco,Total,U.S.House,1,REP,Jack Bergman,7703
Iosoco,Alabaster Township Precinct 1,U.S.House,1,LIB,Andrew Gale,1
Iosoco,AuSable Township Precinct 1,U.S.House,1,LIB,Andrew Gale,8
Iosoco,Baldwin Township Precinct 1,U.S.House,1,LIB,Andrew Gale,2
Iosoco,Burleigh Township Precinct 1,U.S.House,1,LIB,Andrew Gale,4
Iosoco,City of East Tawas Precinct 1,U.S.House,1,LIB,Andrew Gale,13
Iosoco,City of Tawas City Precinct 1,U.S.House,1,LIB,Andrew Gale,13
Iosoco,City of Whittemore Precinct 1,U.S.House,1,LIB,Andrew Gale,1
Iosoco,Grant Township Precinct 1,U.S.House,1,LIB,Andrew Gale,16
Iosoco,Oscoda Township Precinct 1,U.S.House,1,LIB,Andrew Gale,11
Iosoco,Oscoda Township Precinct 2,U.S.House,1,LIB,Andrew Gale,8
Iosoco,Oscoda Township Precinct 3,U.S.House,1,LIB,Andrew Gale,14
Iosoco,Oscoda Township Precinct 4,U.S.House,1,LIB,Andrew Gale,11
Iosoco,Plainfield Township Precinct 1,U.S.House,1,LIB,Andrew Gale,9
Iosoco,Plainfield Township Precinct 2,U.S.House,1,LIB,Andrew Gale,12
Iosoco,Reno Township Precinct 1,U.S.House,1,LIB,Andrew Gale,2
Iosoco,Sherman Township Precinct 1,U.S.House,1,LIB,Andrew Gale,3
Iosoco,Tawas Township Precinct 1,U.S.House,1,LIB,Andrew Gale,7
Iosoco,Wilber Township Precinct 1,U.S.House,1,LIB,Andrew Gale,9
Iosoco,Total,U.S.House,1,LIB,Andrew Gale,144
Iosoco,Alabaster Township Precinct 1,U.S.House,1,UST,Liz Hakola,3
Iosoco,AuSable Township Precinct 1,U.S.House,1,UST,Liz Hakola,17
Iosoco,Baldwin Township Precinct 1,U.S.House,1,UST,Liz Hakola,10
Iosoco,Burleigh Township Precinct 1,U.S.House,1,UST,Liz Hakola,3
Iosoco,City of East Tawas Precinct 1,U.S.House,1,UST,Liz Hakola,28
Iosoco,City of Tawas City Precinct 1,U.S.House,1,UST,Liz Hakola,24
Iosoco,City of Whittemore Precinct 1,U.S.House,1,UST,Liz Hakola,8
Iosoco,Grant Township Precinct 1,U.S.House,1,UST,Liz Hakola,14
Iosoco,Oscoda Township Precinct 1,U.S.House,1,UST,Liz Hakola,17
Iosoco,Oscoda Township Precinct 2,U.S.House,1,UST,Liz Hakola,12
Iosoco,Oscoda Township Precinct 3,U.S.House,1,UST,Liz Hakola,10
Iosoco,Oscoda Township Precinct 4,U.S.House,1,UST,Liz Hakola,17
Iosoco,Plainfield Township Precinct 1,U.S.House,1,UST,Liz Hakola,10
Iosoco,Plainfield Township Precinct 2,U.S.House,1,UST,Liz Hakola,26
Iosoco,Reno Township Precinct 1,U.S.House,1,UST,Liz Hakola,10
Iosoco,Sherman Township Precinct 1,U.S.House,1,UST,Liz Hakola,1
Iosoco,Tawas Township Precinct 1,U.S.House,1,UST,Liz Hakola,14
Iosoco,Wilber Township Precinct 1,U.S.House,1,UST,Liz Hakola,6
Iosoco,Total,U.S.House,1,UST,Liz Hakola,230
Iosoco,Alabaster Township Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,AuSable Township Precinct 1,U.S.House,1,Write-in,Write-in,3
Iosoco,Baldwin Township Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Burleigh Township Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,City of East Tawas Precinct 1,U.S.House,1,Write-in,Write-in,3
Iosoco,City of Tawas City Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,City of Whittemore Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Grant Township Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 2,U.S.House,1,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 3,U.S.House,1,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 4,U.S.House,1,Write-in,Write-in,2
Iosoco,Plainfield Township Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,Plainfield Township Precinct 2,U.S.House,1,Write-in,Write-in,1
Iosoco,Reno Township Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Sherman Township Precinct 1,U.S.House,1,Write-in,Write-in,0
Iosoco,Tawas Township Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,Wilber Township Precinct 1,U.S.House,1,Write-in,Write-in,1
Iosoco,Total,U.S.House,1,Write-in,Write-in,16
Iosoco,Alabaster Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,106
Iosoco,AuSable Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,396
Iosoco,Baldwin Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,344
Iosoco,Burleigh Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,112
Iosoco,City of East Tawas Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,587
Iosoco,City of Tawas City Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,332
Iosoco,City of Whittemore Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,51
Iosoco,Grant Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,303
Iosoco,Oscoda Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,475
Iosoco,Oscoda Township Precinct 2,State Senate,36,DEM,Joel A. Sheltrown,139
Iosoco,Oscoda Township Precinct 3,State Senate,36,DEM,Joel A. Sheltrown,349
Iosoco,Oscoda Township Precinct 4,State Senate,36,DEM,Joel A. Sheltrown,392
Iosoco,Plainfield Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,245
Iosoco,Plainfield Township Precinct 2,State Senate,36,DEM,Joel A. Sheltrown,448
Iosoco,Reno Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,111
Iosoco,Sherman Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,69
Iosoco,Tawas Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,268
Iosoco,Wilber Township Precinct 1,State Senate,36,DEM,Joel A. Sheltrown,175
Iosoco,Total,State Senate,36,DEM,Joel A. Sheltrown,4902
Iosoco,Alabaster Township Precinct 1,State Senate,36,REP,Michele Hoitenga,206
Iosoco,AuSable Township Precinct 1,State Senate,36,REP,Michele Hoitenga,566
Iosoco,Baldwin Township Precinct 1,State Senate,36,REP,Michele Hoitenga,518
Iosoco,Burleigh Township Precinct 1,State Senate,36,REP,Michele Hoitenga,166
Iosoco,City of East Tawas Precinct 1,State Senate,36,REP,Michele Hoitenga,806
Iosoco,City of Tawas City Precinct 1,State Senate,36,REP,Michele Hoitenga,459
Iosoco,City of Whittemore Precinct 1,State Senate,36,REP,Michele Hoitenga,96
Iosoco,Grant Township Precinct 1,State Senate,36,REP,Michele Hoitenga,503
Iosoco,Oscoda Township Precinct 1,State Senate,36,REP,Michele Hoitenga,673
Iosoco,Oscoda Township Precinct 2,State Senate,36,REP,Michele Hoitenga,252
Iosoco,Oscoda Township Precinct 3,State Senate,36,REP,Michele Hoitenga,495
Iosoco,Oscoda Township Precinct 4,State Senate,36,REP,Michele Hoitenga,462
Iosoco,Plainfield Township Precinct 1,State Senate,36,REP,Michele Hoitenga,390
Iosoco,Plainfield Township Precinct 2,State Senate,36,REP,Michele Hoitenga,742
Iosoco,Reno Township Precinct 1,State Senate,36,REP,Michele Hoitenga,166
Iosoco,Sherman Township Precinct 1,State Senate,36,REP,Michele Hoitenga,139
Iosoco,Tawas Township Precinct 1,State Senate,36,REP,Michele Hoitenga,622
Iosoco,Wilber Township Precinct 1,State Senate,36,REP,Michele Hoitenga,277
Iosoco,Total,State Senate,36,REP,Michele Hoitenga,7538
Iosoco,Alabaster Township Precinct 1,State Senate,36,Write-in,Write-in,1
Iosoco,AuSable Township Precinct 1,State Senate,36,Write-in,Write-in,5
Iosoco,Baldwin Township Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,Burleigh Township Precinct 1,State Senate,36,Write-in,Write-in,1
Iosoco,City of East Tawas Precinct 1,State Senate,36,Write-in,Write-in,2
Iosoco,City of Tawas City Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,City of Whittemore Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,Grant Township Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,Oscoda Township Precinct 1,State Senate,36,Write-in,Write-in,1
Iosoco,Oscoda Township Precinct 2,State Senate,36,Write-in,Write-in,1
Iosoco,Oscoda Township Precinct 3,State Senate,36,Write-in,Write-in,2
Iosoco,Oscoda Township Precinct 4,State Senate,36,Write-in,Write-in,1
Iosoco,Plainfield Township Precinct 1,State Senate,36,Write-in,Write-in,3
Iosoco,Plainfield Township Precinct 2,State Senate,36,Write-in,Write-in,2
Iosoco,Reno Township Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,Sherman Township Precinct 1,State Senate,36,Write-in,Write-in,0
Iosoco,Tawas Township Precinct 1,State Senate,36,Write-in,Write-in,3
Iosoco,Wilber Township Precinct 1,State Senate,36,Write-in,Write-in,1
Iosoco,Total,State Senate,36,Write-in,Write-in,23
Iosoco,Alabaster Township Precinct 1,State House,99,DEM,Kenneth A. Kish,93
Iosoco,AuSable Township Precinct 1,State House,99,DEM,Kenneth A. Kish,358
Iosoco,Baldwin Township Precinct 1,State House,99,DEM,Kenneth A. Kish,316
Iosoco,Burleigh Township Precinct 1,State House,99,DEM,Kenneth A. Kish,86
Iosoco,City of East Tawas Precinct 1,State House,99,DEM,Kenneth A. Kish,513
Iosoco,City of Tawas City Precinct 1,State House,99,DEM,Kenneth A. Kish,288
Iosoco,City of Whittemore Precinct 1,State House,99,DEM,Kenneth A. Kish,44
Iosoco,Grant Township Precinct 1,State House,99,DEM,Kenneth A. Kish,264
Iosoco,Oscoda Township Precinct 1,State House,99,DEM,Kenneth A. Kish,439
