county,precinct,office,district,party,candidate,votes
Iron,"Bates Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,6
Iron,"Bates Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,5
Iron,"Bates Township, Precinct 1",Attorney General,,Write-In,Write-In,0
Iron,"Crystal Falls Township, Precinct 1",Attorney General,,DEM,Dana Nessel,343
Iron,"Crystal Falls Township, Precinct 1",Attorney General,,REP,Matthew DePerno,446
Iron,"Crystal Falls Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,10
Iron,"Crystal Falls Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,6
Iron,"Crystal Falls Township, Precinct 1",Attorney General,,Write-In,Write-In,1
Iron,"Hematite Township, Precinct 1",Attorney General,,DEM,Dana Nessel,62
Iron,"Hematite Township, Precinct 1",Attorney General,,REP,Matthew DePerno,67
Iron,"Hematite Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,0
Iron,"Hematite Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,1
Iron,"Hematite Township, Precinct 1",Attorney General,,Write-In,Write-In,1
Iron,"Iron River Township, Precinct 1",Attorney General,,DEM,Dana Nessel,168
Iron,"Iron River Township, Precinct 1",Attorney General,,REP,Matthew DePerno,417
Iron,"Iron River Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,7
Iron,"Iron River Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,5
Iron,"Iron River Township, Precinct 1",Attorney General,,Write-In,Write-In,0
Iron,"Mansfield Township, Precinct 1",Attorney General,,DEM,Dana Nessel,52
Iron,"Mansfield Township, Precinct 1",Attorney General,,REP,Matthew DePerno,105
Iron,"Mansfield Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,2
Iron,"Mansfield Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,0
Iron,"Mansfield Township, Precinct 1",Attorney General,,Write-In,Write-In,0
Iron,"Mastodon Township, Precinct 1",Attorney General,,DEM,Dana Nessel,160
Iron,"Mastodon Township, Precinct 1",Attorney General,,REP,Matthew DePerno,247
Iron,"Mastodon Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,5
Iron,"Mastodon Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,4
Iron,"Mastodon Township, Precinct 1",Attorney General,,Write-In,Write-In,0
Iron,"Stambaugh Township, Precinct 1",Attorney General,,DEM,Dana Nessel,247
Iron,"Stambaugh Township, Precinct 1",Attorney General,,REP,Matthew DePerno,437
Iron,"Stambaugh Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,5
Iron,"Stambaugh Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,1
Iron,"Stambaugh Township, Precinct 1",Attorney General,,Write-In,Write-In,0
Iron,Totals,Attorney General,,DEM,Dana Nessel,2014
Iron,Totals,Attorney General,,REP,Matthew DePerno,3334
Iron,Totals,Attorney General,,LIB,Joseph W. McHugh Jr.,74
Iron,Totals,Attorney General,,UST,Gerald T. Van Sickle,43
Iron,Totals,Attorney General,,Write-In,Write-In,6
Iron,"City of Caspian, Precinct 1",U.S. House,1,DEM,Bob Lorinser,124
Iron,"City of Caspian, Precinct 1",U.S. House,1,REP,Jack Bergman,179
Iron,"City of Caspian, Precinct 1",U.S. House,1,LIB,Andrew Gale,4
Iron,"City of Caspian, Precinct 1",U.S. House,1,WCP,Liz Hakola,3
Iron,"City of Caspian, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"City of Crystal Falls, Precinct 1",U.S. House,1,DEM,Bob Lorinser,262
Iron,"City of Crystal Falls, Precinct 1",U.S. House,1,REP,Jack Bergman,388
Iron,"City of Crystal Falls, Precinct 1",U.S. House,1,LIB,Andrew Gale,3
Iron,"City of Crystal Falls, Precinct 1",U.S. House,1,WCP,Liz Hakola,9
Iron,"City of Crystal Falls, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"City of Gaastra, Precinct 1",U.S. House,1,DEM,Bob Lorinser,49
Iron,"City of Gaastra, Precinct 1",U.S. House,1,REP,Jack Bergman,99
Iron,"City of Gaastra, Precinct 1",U.S. House,1,LIB,Andrew Gale,4
Iron,"City of Gaastra, Precinct 1",U.S. House,1,WCP,Liz Hakola,0
Iron,"City of Gaastra, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"City of Iron River, Precinct 1",U.S. House,1,DEM,Bob Lorinser,197
Iron,"City of Iron River, Precinct 1",U.S. House,1,REP,Jack Bergman,373
Iron,"City of Iron River, Precinct 1",U.S. House,1,LIB,Andrew Gale,9
Iron,"City of Iron River, Precinct 1",U.S. House,1,WCP,Liz Hakola,8
Iron,"City of Iron River, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"City of Iron River, Precinct 2",U.S. House,1,DEM,Bob Lorinser,181
Iron,"City of Iron River, Precinct 2",U.S. House,1,REP,Jack Bergman,321
Iron,"City of Iron River, Precinct 2",U.S. House,1,LIB,Andrew Gale,2
Iron,"City of Iron River, Precinct 2",U.S. House,1,WCP,Liz Hakola,9
Iron,"City of Iron River, Precinct 2",U.S. House,1,Write-In,Write-In,2
Iron,"Bates Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,160
Iron,"Bates Township, Precinct 1",U.S. House,1,REP,Jack Bergman,383
Iron,"Bates Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,4
Iron,"Bates Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,6
Iron,"Bates Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"Crystal Falls Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,304
Iron,"Crystal Falls Township, Precinct 1",U.S. House,1,REP,Jack Bergman,500
Iron,"Crystal Falls Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,8
Iron,"Crystal Falls Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,9
Iron,"Crystal Falls Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"Hematite Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,51
Iron,"Hematite Township, Precinct 1",U.S. House,1,REP,Jack Bergman,74
Iron,"Hematite Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,1
Iron,"Hematite Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,2
Iron,"Hematite Township, Precinct 1",U.S. House,1,Write-In,Write-In,1
Iron,"Iron River Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,154
Iron,"Iron River Township, Precinct 1",U.S. House,1,REP,Jack Bergman,431
Iron,"Iron River Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,6
Iron,"Iron River Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,9
Iron,"Iron River Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"Mansfield Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,46
Iron,"Mansfield Township, Precinct 1",U.S. House,1,REP,Jack Bergman,109
Iron,"Mansfield Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,2
Iron,"Mansfield Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,2
Iron,"Mansfield Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"Mastodon Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,148
Iron,"Mastodon Township, Precinct 1",U.S. House,1,REP,Jack Bergman,257
Iron,"Mastodon Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,6
Iron,"Mastodon Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,5
Iron,"Mastodon Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,DEM,Bob Lorinser,222
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,REP,Jack Bergman,465
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,LIB,Andrew Gale,5
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,WCP,Liz Hakola,5
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,Write-In,Write-In,0
Iron,Totals,U.S. House,1,DEM,Bob Lorinser,1898
Iron,Totals,U.S. House,1,REP,Jack Bergman,3579
Iron,Totals,U.S. House,1,LIB,Andrew Gale,54
Iron,Totals,U.S. House,1,WCP,Liz Hakola,67
Iron,Totals,U.S. House,1,Write-In,Write-In,3
Iron,"City of Caspian, Precinct 1",State Senate,38,DEM,John Braamse,116
Iron,"City of Caspian, Precinct 1",State Senate,38,REP,Edward McBroom,196
Iron,"City of Caspian, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,1
Iron,"City of Caspian, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,"City of Crystal Falls, Precinct 1",State Senate,38,DEM,John Braamse,228
Iron,"City of Crystal Falls, Precinct 1",State Senate,38,REP,Edward McBroom,425
Iron,"City of Crystal Falls, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,6
Iron,"City of Crystal Falls, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,"City of Gaastra, Precinct 1",State Senate,38,DEM,John Braamse,41
Iron,"City of Gaastra, Precinct 1",State Senate,38,REP,Edward McBroom,110
Iron,"City of Gaastra, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,1
Iron,"City of Gaastra, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,"City of Iron River, Precinct 1",State Senate,38,DEM,John Braamse,185
Iron,"City of Iron River, Precinct 1",State Senate,38,REP,Edward McBroom,385
Iron,"City of Iron River, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,17
Iron,"City of Iron River, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,"City of Iron River, Precinct 2",State Senate,38,DEM,John Braamse,173
Iron,"City of Iron River, Precinct 2",State Senate,38,REP,Edward McBroom,335
Iron,"City of Iron River, Precinct 2",State Senate,38,GRN,Wade Paul Roberts,10
Iron,"City of Iron River, Precinct 2",State Senate,38,Write-In,Write-In,0
Iron,"Bates Township, Precinct 1",State Senate,38,DEM,John Braamse,141
Iron,"Bates Township, Precinct 1",State Senate,38,REP,Edward McBroom,404
Iron,"Bates Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,2
Iron,"Bates Township, Precinct 1",State Senate,38,Write-In,Write-In,2
Iron,"Crystal Falls Township, Precinct 1",State Senate,38,DEM,John Braamse,270
Iron,"Crystal Falls Township, Precinct 1",State Senate,38,REP,Edward McBroom,532
Iron,"Crystal Falls Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,8
Iron,"Crystal Falls Township, Precinct 1",State Senate,38,Write-In,Write-In,1
Iron,"Hematite Township, Precinct 1",State Senate,38,DEM,John Braamse,47
Iron,"Hematite Township, Precinct 1",State Senate,38,REP,Edward McBroom,82
Iron,"Hematite Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,1
Iron,"Hematite Township, Precinct 1",State Senate,38,Write-In,Write-In,1
Iron,"Iron River Township, Precinct 1",State Senate,38,DEM,John Braamse,138
Iron,"Iron River Township, Precinct 1",State Senate,38,REP,Edward McBroom,452
Iron,"Iron River Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,5
Iron,"Iron River Township, Precinct 1",State Senate,38,Write-In,Write-In,1
Iron,"Mansfield Township, Precinct 1",State Senate,38,DEM,John Braamse,43
Iron,"Mansfield Township, Precinct 1",State Senate,38,REP,Edward McBroom,117
Iron,"Mansfield Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,3
Iron,"Mansfield Township, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,"Mastodon Township, Precinct 1",State Senate,38,DEM,John Braamse,131
Iron,"Mastodon Township, Precinct 1",State Senate,38,REP,Edward McBroom,277
Iron,"Mastodon Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,8
Iron,"Mastodon Township, Precinct 1",State Senate,38,Write-In,Write-In,1
Iron,"Stambaugh Township, Precinct 1",State Senate,38,DEM,John Braamse,197
Iron,"Stambaugh Township, Precinct 1",State Senate,38,REP,Edward McBroom,493
Iron,"Stambaugh Township, Precinct 1",State Senate,38,GRN,Wade Paul Roberts,7
Iron,"Stambaugh Township, Precinct 1",State Senate,38,Write-In,Write-In,0
Iron,,State Senate,38,DEM,John Braamse,1710
Iron,,State Senate,38,REP,Edward McBroom,3808
Iron,,State Senate,38,GRN,Wade Paul Roberts,69
Iron,,State Senate,38,Write-In,Write-In,6
Iron,"City of Caspian, Precinct 1",State House,110,DEM,Casey VerSerkmoes,124
Iron,"City of Caspian, Precinct 1",State House,110,REP,Gregory Markkanen,180
Iron,"City of Caspian, Precinct 1",State House,110,Write-In,Write-In,2
Iron,"City of Crystal Falls, Precinct 1",State House,110,DEM,Casey VerSerkmoes,255
Iron,"City of Crystal Falls, Precinct 1",State House,110,REP,Gregory Markkanen,392
Iron,"City of Crystal Falls, Precinct 1",State House,110,Write-In,Write-In,2
Iron,"City of Gaastra, Precinct 1",State House,110,DEM,Casey VerSerkmoes,45
Iron,"City of Gaastra, Precinct 1",State House,110,REP,Gregory Markkanen,104
Iron,"City of Gaastra, Precinct 1",State House,110,Write-In,Write-In,1
Iron,"City of Iron River, Precinct 1",State House,110,DEM,Casey VerSerkmoes,198
Iron,"City of Iron River, Precinct 1",State House,110,REP,Gregory Markkanen,384
Iron,"City of Iron River, Precinct 1",State House,110,Write-In,Write-In,2
Iron,"City of Iron River, Precinct 2",State House,110,DEM,Casey VerSerkmoes,181
Iron,"City of Iron River, Precinct 2",State House,110,REP,Gregory Markkanen,327
Iron,"City of Iron River, Precinct 2",State House,110,Write-In,Write-In,2
Iron,"Bates Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,153
Iron,"Bates Township, Precinct 1",State House,110,REP,Gregory Markkanen,396
Iron,"Bates Township, Precinct 1",State House,110,Write-In,Write-In,1
Iron,"Crystal Falls Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,296
Iron,"Crystal Falls Township, Precinct 1",State House,110,REP,Gregory Markkanen,507
Iron,"Crystal Falls Township, Precinct 1",State House,110,Write-In,Write-In,3
Iron,"Hematite Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,50
Iron,"Hematite Township, Precinct 1",State House,110,REP,Gregory Markkanen,78
Iron,"Hematite Township, Precinct 1",State House,110,Write-In,Write-In,3
Iron,"Iron River Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,155
Iron,"Iron River Township, Precinct 1",State House,110,REP,Gregory Markkanen,439
Iron,"Iron River Township, Precinct 1",State House,110,Write-In,Write-In,2
Iron,"Mansfield Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,41
Iron,"Mansfield Township, Precinct 1",State House,110,REP,Gregory Markkanen,116
Iron,"Mansfield Township, Precinct 1",State House,110,Write-In,Write-In,1
Iron,"Mastodon Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,141
Iron,"Mastodon Township, Precinct 1",State House,110,REP,Gregory Markkanen,268
Iron,"Mastodon Township, Precinct 1",State House,110,Write-In,Write-In,2
Iron,"Stambaugh Township, Precinct 1",State House,110,DEM,Casey VerSerkmoes,211
Iron,"Stambaugh Township, Precinct 1",State House,110,REP,Gregory Markkanen,474
Iron,"Stambaugh Township, Precinct 1",State House,110,Write-In,Write-In,3
Iron,Total,State House,110,DEM,Casey VerSerkmoes,1850
Iron,Total,State House,110,REP,Gregory Markkanen,3662
Iron,Total,State House,110,Write-In,Write-In,24
